Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sun Jan 10 2010,1:00p,Boston Celtics,114,Toronto Raptors,107,Box Score,,19800,
Sun Jan 10 2010,1:00p,New Orleans Hornets,115,Washington Wizards,110,Box Score,,14753,
Mon Jan 11 2010,7:30p,Atlanta Hawks,102,Boston Celtics,96,Box Score,,18624,
Mon Jan 11 2010,8:00p,Detroit Pistons,87,Chicago Bulls,120,Box Score,,21014,
Mon Jan 11 2010,9:00p,Minnesota Timberwolves,94,Denver Nuggets,105,Box Score,,14669,
Mon Jan 11 2010,10:30p,Cleveland Cavaliers,117,Golden State Warriors,114,Box Score,,19596,
Mon Jan 11 2010,7:00p,Toronto Raptors,101,Indiana Pacers,105,Box Score,,11039,
Mon Jan 11 2010,8:00p,New York Knicks,88,Oklahoma City Thunder,106,Box Score,,17152,
Mon Jan 11 2010,7:00p,New Orleans Hornets,92,Philadelphia 76ers,96,Box Score,,11518,
Mon Jan 11 2010,9:00p,Milwaukee Bucks,101,Phoenix Suns,105,Box Score,,15116,
Mon Jan 11 2010,9:00p,Miami Heat,89,Utah Jazz,118,Box Score,,19284,
Tue Jan 12 2010,7:00p,Houston Rockets,94,Charlotte Bobcats,102,Box Score,,11463,
Tue Jan 12 2010,8:00p,Los Angeles Clippers,102,Memphis Grizzlies,104,Box Score,,11004,
Tue Jan 12 2010,10:00p,Orlando Magic,109,Sacramento Kings,88,Box Score,,14426,
Tue Jan 12 2010,8:30p,Los Angeles Lakers,85,San Antonio Spurs,105,Box Score,,18581,
Tue Jan 12 2010,7:00p,Detroit Pistons,99,Washington Wizards,90,Box Score,,13544,
Wed Jan 13 2010,7:00p,Washington Wizards,82,Atlanta Hawks,94,Box Score,,9695,
Wed Jan 13 2010,8:30p,Los Angeles Lakers,100,Dallas Mavericks,95,Box Score,,20491,
Wed Jan 13 2010,9:00p,Orlando Magic,97,Denver Nuggets,115,Box Score,,18475,
Wed Jan 13 2010,10:30p,Miami Heat,115,Golden State Warriors,102,Box Score,,17121,
Wed Jan 13 2010,8:30p,Minnesota Timberwolves,114,Houston Rockets,120,Box Score,3OT,15175,
Wed Jan 13 2010,7:00p,Phoenix Suns,114,Indiana Pacers,122,Box Score,,10858,
Wed Jan 13 2010,7:30p,Boston Celtics,111,New Jersey Nets,87,Box Score,,14112,
Wed Jan 13 2010,8:00p,Los Angeles Clippers,94,New Orleans Hornets,108,Box Score,,14348,
Wed Jan 13 2010,8:00p,San Antonio Spurs,109,Oklahoma City Thunder,108,Box Score,OT,17886,
Wed Jan 13 2010,7:00p,New York Knicks,93,Philadelphia 76ers,92,Box Score,,12444,
Wed Jan 13 2010,10:00p,Milwaukee Bucks,108,Portland Trail Blazers,120,Box Score,,20465,
Thu Jan 14 2010,8:00p,Chicago Bulls,96,Boston Celtics,83,Box Score,,18624,
Thu Jan 14 2010,10:30p,Cleveland Cavaliers,96,Utah Jazz,97,Box Score,,19911,
Fri Jan 15 2010,8:00p,Phoenix Suns,101,Atlanta Hawks,102,Box Score,,17605,
Fri Jan 15 2010,7:00p,San Antonio Spurs,76,Charlotte Bobcats,92,Box Score,,15742,
Fri Jan 15 2010,8:00p,Washington Wizards,119,Chicago Bulls,121,Box Score,2OT,20304,
Fri Jan 15 2010,8:30p,Oklahoma City Thunder,98,Dallas Mavericks,99,Box Score,,20064,
Fri Jan 15 2010,8:00p,New Orleans Hornets,104,Detroit Pistons,110,Box Score,OT,17446,
Fri Jan 15 2010,10:30p,Milwaukee Bucks,113,Golden State Warriors,104,Box Score,,17455,
Fri Jan 15 2010,8:30p,Miami Heat,115,Houston Rockets,106,Box Score,,16720,
Fri Jan 15 2010,10:30p,Los Angeles Clippers,86,Los Angeles Lakers,126,Box Score,,18997,
Fri Jan 15 2010,8:00p,Minnesota Timberwolves,110,Memphis Grizzlies,135,Box Score,,12812,
Fri Jan 15 2010,8:00p,Indiana Pacers,121,New Jersey Nets,105,Box Score,,13656,
Fri Jan 15 2010,8:00p,Toronto Raptors,112,New York Knicks,104,Box Score,,19763,
Fri Jan 15 2010,7:00p,Sacramento Kings,86,Philadelphia 76ers,98,Box Score,,16767,
Fri Jan 15 2010,10:30p,Orlando Magic,87,Portland Trail Blazers,102,Box Score,,20650,
Sat Jan 16 2010,7:00p,Phoenix Suns,99,Charlotte Bobcats,125,Box Score,,17574,
Sat Jan 16 2010,7:30p,New York Knicks,90,Detroit Pistons,94,Box Score,,19185,
Sat Jan 16 2010,6:00p,New Orleans Hornets,101,Indiana Pacers,96,Box Score,,13376,
Sat Jan 16 2010,10:30p,Cleveland Cavaliers,102,Los Angeles Clippers,101,Box Score,,19277,
Sat Jan 16 2010,8:00p,San Antonio Spurs,86,Memphis Grizzlies,92,Box Score,,14116,
Sat Jan 16 2010,8:00p,Miami Heat,80,Oklahoma City Thunder,98,Box Score,,18203,
Sat Jan 16 2010,9:00p,Milwaukee Bucks,95,Utah Jazz,112,Box Score,,19669,
Sat Jan 16 2010,7:00p,Sacramento Kings,86,Washington Wizards,96,Box Score,,17242,
Sun Jan 17 2010,9:00p,Utah Jazz,112,Denver Nuggets,119,Box Score,,19519,
Sun Jan 17 2010,12:30p,Dallas Mavericks,88,Toronto Raptors,110,Box Score,,19004,
Mon Jan 18 2010,2:00p,Oklahoma City Thunder,94,Atlanta Hawks,91,Box Score,,14666,
Mon Jan 18 2010,8:00p,Dallas Mavericks,99,Boston Celtics,90,Box Score,,18624,
Mon Jan 18 2010,2:00p,Sacramento Kings,103,Charlotte Bobcats,105,Box Score,,13678,
Mon Jan 18 2010,4:00p,Chicago Bulls,97,Golden State Warriors,114,Box Score,,19208,
Mon Jan 18 2010,3:00p,Milwaukee Bucks,98,Houston Rockets,101,Box Score,OT,17187,
Mon Jan 18 2010,3:30p,New Jersey Nets,95,Los Angeles Clippers,106,Box Score,,14533,
Mon Jan 18 2010,10:30p,Orlando Magic,92,Los Angeles Lakers,98,Box Score,,18997,
Mon Jan 18 2010,5:30p,Phoenix Suns,118,Memphis Grizzlies,125,Box Score,,18119,
Mon Jan 18 2010,3:30p,Philadelphia 76ers,103,Minnesota Timberwolves,108,Box Score,OT,14637,
Mon Jan 18 2010,3:30p,San Antonio Spurs,97,New Orleans Hornets,90,Box Score,,16549,
Mon Jan 18 2010,1:00p,Detroit Pistons,91,New York Knicks,99,Box Score,,19302,
Mon Jan 18 2010,1:00p,Portland Trail Blazers,92,Washington Wizards,97,Box Score,,12209,
Tue Jan 19 2010,7:00p,Toronto Raptors,100,Cleveland Cavaliers,108,Box Score,,20562,
Tue Jan 19 2010,7:30p,Indiana Pacers,83,Miami Heat,113,Box Score,,14986,
Wed Jan 20 2010,7:00p,Sacramento Kings,97,Atlanta Hawks,108,Box Score,,14809,
Wed Jan 20 2010,7:00p,Miami Heat,65,Charlotte Bobcats,104,Box Score,,14212,
Wed Jan 20 2010,7:30p,Boston Celtics,86,Detroit Pistons,92,Box Score,,17375,
Wed Jan 20 2010,10:30p,Denver Nuggets,123,Golden State Warriors,118,Box Score,OT,17223,
Wed Jan 20 2010,10:30p,Chicago Bulls,97,Los Angeles Clippers,104,Box Score,,16794,
Wed Jan 20 2010,8:00p,Toronto Raptors,107,Milwaukee Bucks,113,Box Score,,12724,
Wed Jan 20 2010,8:00p,Oklahoma City Thunder,94,Minnesota Timberwolves,92,Box Score,,12995,
Wed Jan 20 2010,8:00p,Memphis Grizzlies,111,New Orleans Hornets,113,Box Score,,14238,
Wed Jan 20 2010,7:00p,Indiana Pacers,98,Orlando Magic,109,Box Score,,17461,
Wed Jan 20 2010,7:00p,Portland Trail Blazers,98,Philadelphia 76ers,90,Box Score,,12607,
Wed Jan 20 2010,9:00p,New Jersey Nets,94,Phoenix Suns,118,Box Score,,15963,
Wed Jan 20 2010,9:00p,Utah Jazz,105,San Antonio Spurs,98,Box Score,,17584,
Wed Jan 20 2010,7:00p,Dallas Mavericks,94,Washington Wizards,93,Box Score,,13974,
Thu Jan 21 2010,8:00p,Los Angeles Lakers,87,Cleveland Cavaliers,93,Box Score,,20562,
Thu Jan 21 2010,10:30p,Los Angeles Clippers,85,Denver Nuggets,105,Box Score,,15343,
Fri Jan 22 2010,7:30p,Charlotte Bobcats,89,Atlanta Hawks,103,Box Score,,14701,
Fri Jan 22 2010,7:30p,Portland Trail Blazers,95,Boston Celtics,98,Box Score,OT,18624,
Fri Jan 22 2010,8:00p,Indiana Pacers,105,Detroit Pistons,93,Box Score,,15388,
Fri Jan 22 2010,10:30p,New Jersey Nets,79,Golden State Warriors,111,Box Score,,17308,
Fri Jan 22 2010,8:00p,Oklahoma City Thunder,84,Memphis Grizzlies,86,Box Score,,12948,
Fri Jan 22 2010,8:00p,New Orleans Hornets,96,Minnesota Timberwolves,94,Box Score,,17101,
Fri Jan 22 2010,8:00p,Los Angeles Lakers,115,New York Knicks,105,Box Score,,19673,
Fri Jan 22 2010,7:00p,Sacramento Kings,84,Orlando Magic,100,Box Score,,17461,
Fri Jan 22 2010,7:00p,Dallas Mavericks,81,Philadelphia 76ers,92,Box Score,,17647,
Fri Jan 22 2010,10:30p,Chicago Bulls,115,Phoenix Suns,104,Box Score,,18422,
Fri Jan 22 2010,8:30p,Houston Rockets,116,San Antonio Spurs,109,Box Score,,18581,
Fri Jan 22 2010,7:00p,Milwaukee Bucks,96,Toronto Raptors,101,Box Score,,17819,
Fri Jan 22 2010,7:00p,Miami Heat,112,Washington Wizards,88,Box Score,,20173,
Sat Jan 23 2010,7:00p,Orlando Magic,106,Charlotte Bobcats,95,Box Score,OT,19277,
Sat Jan 23 2010,7:30p,Oklahoma City Thunder,99,Cleveland Cavaliers,100,Box Score,,20562,
Sat Jan 23 2010,9:00p,New Orleans Hornets,110,Denver Nuggets,116,Box Score,OT,19807,
Sat Jan 23 2010,7:30p,Portland Trail Blazers,97,Detroit Pistons,93,Box Score,,19114,
Sat Jan 23 2010,8:30p,Chicago Bulls,104,Houston Rockets,97,Box Score,,18119,
Sat Jan 23 2010,7:00p,Philadelphia 76ers,107,Indiana Pacers,97,Box Score,,16074,
Sat Jan 23 2010,7:30p,Sacramento Kings,84,Miami Heat,115,Box Score,,18521,
Sat Jan 23 2010,8:30p,Minnesota Timberwolves,94,Milwaukee Bucks,127,Box Score,,17742,
Sat Jan 23 2010,9:00p,Golden State Warriors,103,Phoenix Suns,112,Box Score,,17792,
Sat Jan 23 2010,9:00p,New Jersey Nets,83,Utah Jazz,116,Box Score,,19911,
Sun Jan 24 2010,1:00p,Dallas Mavericks,128,New York Knicks,78,Box Score,,19418,
Sun Jan 24 2010,6:00p,Los Angeles Lakers,105,Toronto Raptors,106,Box Score,,20111,
Sun Jan 24 2010,1:00p,Los Angeles Clippers,92,Washington Wizards,78,Box Score,,12356,
Mon Jan 25 2010,7:30p,Los Angeles Clippers,89,Boston Celtics,95,Box Score,,18624,
Mon Jan 25 2010,9:00p,Charlotte Bobcats,93,Denver Nuggets,104,Box Score,,16909,
Mon Jan 25 2010,8:30p,Atlanta Hawks,102,Houston Rockets,95,Box Score,,14998,
Mon Jan 25 2010,8:00p,Orlando Magic,94,Memphis Grizzlies,99,Box Score,,12273,
Mon Jan 25 2010,7:30p,Cleveland Cavaliers,92,Miami Heat,91,Box Score,,19600,
Mon Jan 25 2010,7:00p,Indiana Pacers,109,Philadelphia 76ers,98,Box Score,,10579,
Mon Jan 25 2010,10:00p,New Orleans Hornets,98,Portland Trail Blazers,97,Box Score,,20249,
Mon Jan 25 2010,8:30p,Chicago Bulls,98,San Antonio Spurs,93,Box Score,,18581,
Mon Jan 25 2010,9:00p,Phoenix Suns,115,Utah Jazz,124,Box Score,,19911,
Tue Jan 26 2010,8:30p,Milwaukee Bucks,107,Dallas Mavericks,108,Box Score,,19799,
Tue Jan 26 2010,7:30p,Minnesota Timberwolves,105,New York Knicks,132,Box Score,,18111,
Tue Jan 26 2010,9:00p,Charlotte Bobcats,114,Phoenix Suns,109,Box Score,OT,15722,
Tue Jan 26 2010,10:00p,Golden State Warriors,96,Sacramento Kings,99,Box Score,,14522,
Tue Jan 26 2010,7:00p,Los Angeles Lakers,115,Washington Wizards,103,Box Score,,20173,
Wed Jan 27 2010,7:00p,Minnesota Timberwolves,95,Cleveland Cavaliers,109,Box Score,,20562,
Wed Jan 27 2010,7:30p,Memphis Grizzlies,99,Detroit Pistons,93,Box Score,,14886,
Wed Jan 27 2010,10:30p,New Orleans Hornets,123,Golden State Warriors,110,Box Score,,16308,
Wed Jan 27 2010,8:30p,Denver Nuggets,97,Houston Rockets,92,Box Score,,16357,
Wed Jan 27 2010,7:00p,Los Angeles Lakers,118,Indiana Pacers,96,Box Score,,18165,
Wed Jan 27 2010,8:00p,Philadelphia 76ers,88,Milwaukee Bucks,91,Box Score,,12685,
Wed Jan 27 2010,7:30p,Los Angeles Clippers,87,New Jersey Nets,103,Box Score,,9220,
Wed Jan 27 2010,8:00p,Chicago Bulls,96,Oklahoma City Thunder,86,Box Score,,17562,
Wed Jan 27 2010,10:00p,Utah Jazz,106,Portland Trail Blazers,95,Box Score,,20384,
Wed Jan 27 2010,8:30p,Atlanta Hawks,90,San Antonio Spurs,105,Box Score,,18258,
Wed Jan 27 2010,7:00p,Miami Heat,103,Toronto Raptors,111,Box Score,,18265,
Thu Jan 28 2010,7:30p,Toronto Raptors,106,New York Knicks,104,Box Score,,18828,
Thu Jan 28 2010,8:00p,Boston Celtics,94,Orlando Magic,96,Box Score,,17461,
Thu Jan 28 2010,10:30p,Dallas Mavericks,106,Phoenix Suns,112,Box Score,,17855,
Fri Jan 29 2010,7:30p,Boston Celtics,91,Atlanta Hawks,100,Box Score,,18732,
Fri Jan 29 2010,8:00p,Miami Heat,92,Detroit Pistons,65,Box Score,,20669,
Fri Jan 29 2010,10:30p,Charlotte Bobcats,121,Golden State Warriors,110,Box Score,,17850,
Fri Jan 29 2010,8:30p,Portland Trail Blazers,100,Houston Rockets,104,Box Score,,16129,
Fri Jan 29 2010,7:00p,Cleveland Cavaliers,94,Indiana Pacers,73,Box Score,,18165,
Fri Jan 29 2010,8:00p,Los Angeles Clippers,97,Minnesota Timberwolves,111,Box Score,,13398,
Fri Jan 29 2010,8:00p,Washington Wizards,81,New Jersey Nets,79,Box Score,,11384,
Fri Jan 29 2010,8:00p,Chicago Bulls,108,New Orleans Hornets,106,Box Score,OT,16578,
Fri Jan 29 2010,8:00p,Denver Nuggets,84,Oklahoma City Thunder,101,Box Score,,18203,
Fri Jan 29 2010,7:00p,Los Angeles Lakers,99,Philadelphia 76ers,91,Box Score,,20809,
Fri Jan 29 2010,8:30p,Memphis Grizzlies,97,San Antonio Spurs,104,Box Score,,18088,
Fri Jan 29 2010,9:00p,Sacramento Kings,94,Utah Jazz,101,Box Score,,19480,
Sat Jan 30 2010,9:00p,Portland Trail Blazers,114,Dallas Mavericks,112,Box Score,OT,20078,
Sat Jan 30 2010,8:00p,New Orleans Hornets,109,Memphis Grizzlies,102,Box Score,OT,12317,
Sat Jan 30 2010,8:30p,Miami Heat,84,Milwaukee Bucks,95,Box Score,,18717,
Sat Jan 30 2010,7:00p,Atlanta Hawks,86,Orlando Magic,104,Box Score,,17461,
Sat Jan 30 2010,10:00p,Charlotte Bobcats,103,Sacramento Kings,96,Box Score,,14186,
Sat Jan 30 2010,8:00p,New York Knicks,96,Washington Wizards,106,Box Score,,16233,
Sun Jan 31 2010,3:30p,Los Angeles Lakers,90,Boston Celtics,89,Box Score,,18624,
Sun Jan 31 2010,6:00p,Los Angeles Clippers,89,Cleveland Cavaliers,114,Box Score,,20562,
Sun Jan 31 2010,6:00p,Orlando Magic,91,Detroit Pistons,86,Box Score,,19107,
Sun Jan 31 2010,7:00p,Phoenix Suns,115,Houston Rockets,111,Box Score,OT,17165,
Sun Jan 31 2010,7:00p,New York Knicks,91,Minnesota Timberwolves,112,Box Score,,13711,
Sun Jan 31 2010,6:00p,Philadelphia 76ers,83,New Jersey Nets,79,Box Score,,11576,
Sun Jan 31 2010,7:00p,Golden State Warriors,104,Oklahoma City Thunder,112,Box Score,,17565,
Sun Jan 31 2010,1:00p,Denver Nuggets,103,San Antonio Spurs,89,Box Score,,17607,
Sun Jan 31 2010,6:00p,Indiana Pacers,102,Toronto Raptors,117,Box Score,,16715,
Mon Feb 1 2010,9:00p,Sacramento Kings,109,Denver Nuggets,112,Box Score,OT,15544,
Mon Feb 1 2010,8:00p,Los Angeles Lakers,93,Memphis Grizzlies,95,Box Score,,18119,
Mon Feb 1 2010,7:30p,Milwaukee Bucks,97,Miami Heat,81,Box Score,,15858,
Mon Feb 1 2010,8:00p,Phoenix Suns,109,New Orleans Hornets,100,Box Score,,13874,
Mon Feb 1 2010,10:00p,Charlotte Bobcats,79,Portland Trail Blazers,98,Box Score,,20106,
Mon Feb 1 2010,9:00p,Dallas Mavericks,92,Utah Jazz,104,Box Score,,19911,
Mon Feb 1 2010,7:00p,Boston Celtics,99,Washington Wizards,88,Box Score,,20173,
Tue Feb 2 2010,8:00p,Los Angeles Clippers,90,Chicago Bulls,82,Box Score,,19335,
Tue Feb 2 2010,7:00p,Memphis Grizzlies,89,Cleveland Cavaliers,105,Box Score,,20562,
Tue Feb 2 2010,8:30p,Golden State Warriors,97,Houston Rockets,119,Box Score,,12845,
Tue Feb 2 2010,7:00p,Toronto Raptors,115,Indiana Pacers,130,Box Score,,11191,
Tue Feb 2 2010,7:30p,Detroit Pistons,97,New Jersey Nets,93,Box Score,,9417,
Tue Feb 2 2010,8:00p,Atlanta Hawks,99,Oklahoma City Thunder,106,Box Score,,17360,
Tue Feb 2 2010,7:00p,Milwaukee Bucks,82,Orlando Magic,99,Box Score,,17461,
Wed Feb 3 2010,7:00p,Los Angeles Clippers,97,Atlanta Hawks,103,Box Score,,13303,
Wed Feb 3 2010,8:00p,Miami Heat,102,Boston Celtics,107,Box Score,,18624,
Wed Feb 3 2010,8:30p,Golden State Warriors,101,Dallas Mavericks,110,Box Score,,19679,
Wed Feb 3 2010,10:30p,Phoenix Suns,109,Denver Nuggets,97,Box Score,,19155,
Wed Feb 3 2010,10:30p,Charlotte Bobcats,97,Los Angeles Lakers,99,Box Score,,18997,
Wed Feb 3 2010,8:00p,Oklahoma City Thunder,103,New Orleans Hornets,99,Box Score,,12884,
Wed Feb 3 2010,7:30p,Washington Wizards,85,New York Knicks,107,Box Score,,19225,
Wed Feb 3 2010,7:00p,Chicago Bulls,103,Philadelphia 76ers,106,Box Score,OT,13295,
Wed Feb 3 2010,10:00p,San Antonio Spurs,115,Sacramento Kings,113,Box Score,,12934,
Wed Feb 3 2010,7:00p,New Jersey Nets,99,Toronto Raptors,108,Box Score,,15222,
Wed Feb 3 2010,9:00p,Portland Trail Blazers,105,Utah Jazz,118,Box Score,,19911,
Thu Feb 4 2010,8:00p,Miami Heat,86,Cleveland Cavaliers,102,Box Score,,20562,
Thu Feb 4 2010,10:30p,San Antonio Spurs,93,Portland Trail Blazers,96,Box Score,,20572,
Fri Feb 5 2010,8:00p,Chicago Bulls,81,Atlanta Hawks,91,Box Score,,18729,
Fri Feb 5 2010,7:30p,New Jersey Nets,87,Boston Celtics,96,Box Score,,18624,
Fri Feb 5 2010,8:30p,Minnesota Timberwolves,117,Dallas Mavericks,108,Box Score,,20034,
Fri Feb 5 2010,7:00p,Detroit Pistons,83,Indiana Pacers,107,Box Score,,14832,
Fri Feb 5 2010,10:30p,Denver Nuggets,126,Los Angeles Lakers,113,Box Score,,18997,
Fri Feb 5 2010,8:00p,Houston Rockets,101,Memphis Grizzlies,83,Box Score,,14531,
Fri Feb 5 2010,8:00p,Philadelphia 76ers,101,New Orleans Hornets,94,Box Score,,15162,
Fri Feb 5 2010,7:30p,Milwaukee Bucks,114,New York Knicks,107,Box Score,,19247,
Fri Feb 5 2010,7:00p,Washington Wizards,92,Orlando Magic,91,Box Score,,17461,
Fri Feb 5 2010,10:00p,Phoenix Suns,114,Sacramento Kings,102,Box Score,,14922,
Sat Feb 6 2010,7:00p,New Orleans Hornets,104,Charlotte Bobcats,99,Box Score,,19164,
Sat Feb 6 2010,8:00p,Miami Heat,91,Chicago Bulls,95,Box Score,,22352,
Sat Feb 6 2010,7:30p,New York Knicks,106,Cleveland Cavaliers,113,Box Score,,20562,
Sat Feb 6 2010,7:30p,New Jersey Nets,92,Detroit Pistons,99,Box Score,,20176,
Sat Feb 6 2010,10:30p,Oklahoma City Thunder,104,Golden State Warriors,95,Box Score,,17825,
Sat Feb 6 2010,8:30p,Philadelphia 76ers,102,Houston Rockets,95,Box Score,,17415,
Sat Feb 6 2010,10:30p,San Antonio Spurs,98,Los Angeles Clippers,81,Box Score,,18258,
Sat Feb 6 2010,8:30p,Indiana Pacers,81,Milwaukee Bucks,93,Box Score,,18717,
Sat Feb 6 2010,8:00p,Memphis Grizzlies,102,Minnesota Timberwolves,109,Box Score,,14159,
Sat Feb 6 2010,10:00p,Los Angeles Lakers,99,Portland Trail Blazers,82,Box Score,,20688,
Sat Feb 6 2010,9:00p,Denver Nuggets,106,Utah Jazz,116,Box Score,,19911,
Sun Feb 7 2010,2:30p,Orlando Magic,96,Boston Celtics,89,Box Score,,18624,
Sun Feb 7 2010,12:00p,Sacramento Kings,104,Toronto Raptors,115,Box Score,,18007,
Mon Feb 8 2010,10:30p,Dallas Mavericks,127,Golden State Warriors,117,Box Score,,17015,
Mon Feb 8 2010,10:30p,San Antonio Spurs,89,Los Angeles Lakers,101,Box Score,,18997,
Mon Feb 8 2010,8:00p,New Orleans Hornets,117,Orlando Magic,123,Box Score,,17461,
Tue Feb 9 2010,7:00p,Washington Wizards,92,Charlotte Bobcats,94,Box Score,,12376,
Tue Feb 9 2010,7:00p,New Jersey Nets,97,Cleveland Cavaliers,104,Box Score,,20562,
Tue Feb 9 2010,9:00p,Dallas Mavericks,91,Denver Nuggets,127,Box Score,,17485,
Tue Feb 9 2010,7:00p,Chicago Bulls,109,Indiana Pacers,101,Box Score,,12945,
Tue Feb 9 2010,10:30p,Utah Jazz,109,Los Angeles Clippers,99,Box Score,,15467,
Tue Feb 9 2010,8:00p,Atlanta Hawks,108,Memphis Grizzlies,94,Box Score,,10491,
Tue Feb 9 2010,7:30p,Houston Rockets,66,Miami Heat,99,Box Score,,18654,
Tue Feb 9 2010,8:00p,Detroit Pistons,93,Milwaukee Bucks,81,Box Score,,12017,
Tue Feb 9 2010,7:30p,Sacramento Kings,118,New York Knicks,114,Box Score,OT,19531,
Tue Feb 9 2010,7:00p,Minnesota Timberwolves,97,Philadelphia 76ers,119,Box Score,,11038,
Tue Feb 9 2010,10:00p,Oklahoma City Thunder,89,Portland Trail Blazers,77,Box Score,,20460,
Wed Feb 10 2010,7:00p,Miami Heat,94,Atlanta Hawks,76,Box Score,,17074,
Wed Feb 10 2010,8:00p,Orlando Magic,107,Chicago Bulls,87,Box Score,,21566,
Wed Feb 10 2010,7:30p,Sacramento Kings,103,Detroit Pistons,97,Box Score,,14152,
Wed Feb 10 2010,10:30p,Los Angeles Clippers,102,Golden State Warriors,132,Box Score,,17230,
Wed Feb 10 2010,8:00p,Charlotte Bobcats,93,Minnesota Timberwolves,92,Box Score,,13352,
Wed Feb 10 2010,7:30p,Milwaukee Bucks,97,New Jersey Nets,77,Box Score,,12873,
Wed Feb 10 2010,8:00p,Boston Celtics,85,New Orleans Hornets,93,Box Score,,14848,
Wed Feb 10 2010,9:00p,Portland Trail Blazers,108,Phoenix Suns,101,Box Score,,18190,
Wed Feb 10 2010,7:00p,Philadelphia 76ers,93,Toronto Raptors,104,Box Score,,16651,
Wed Feb 10 2010,9:00p,Los Angeles Lakers,96,Utah Jazz,81,Box Score,,19911,
Thu Feb 11 2010,8:00p,Orlando Magic,106,Cleveland Cavaliers,115,Box Score,,20562,
Thu Feb 11 2010,10:30p,San Antonio Spurs,111,Denver Nuggets,92,Box Score,,18611,
Tue Feb 16 2010,7:00p,New Jersey Nets,103,Charlotte Bobcats,94,Box Score,,13712,
Tue Feb 16 2010,8:00p,New York Knicks,85,Chicago Bulls,118,Box Score,,20989,
Tue Feb 16 2010,7:30p,Minnesota Timberwolves,85,Detroit Pistons,108,Box Score,,14449,
Tue Feb 16 2010,8:30p,Utah Jazz,104,Houston Rockets,95,Box Score,,14942,
Tue Feb 16 2010,10:30p,Golden State Warriors,94,Los Angeles Lakers,104,Box Score,,18997,
Tue Feb 16 2010,8:00p,Phoenix Suns,109,Memphis Grizzlies,95,Box Score,,11508,
Tue Feb 16 2010,8:00p,Dallas Mavericks,86,Oklahoma City Thunder,99,Box Score,,18203,
Tue Feb 16 2010,7:00p,Miami Heat,105,Philadelphia 76ers,78,Box Score,,15602,
Tue Feb 16 2010,10:00p,Los Angeles Clippers,87,Portland Trail Blazers,109,Box Score,,20265,
Tue Feb 16 2010,10:00p,Boston Celtics,95,Sacramento Kings,92,Box Score,,14439,
Wed Feb 17 2010,9:00p,Phoenix Suns,97,Dallas Mavericks,107,Box Score,,19974,
Wed Feb 17 2010,10:30p,Sacramento Kings,98,Golden State Warriors,130,Box Score,,17023,
Wed Feb 17 2010,7:00p,San Antonio Spurs,90,Indiana Pacers,87,Box Score,,14947,
Wed Feb 17 2010,10:30p,Atlanta Hawks,110,Los Angeles Clippers,92,Box Score,,15485,
Wed Feb 17 2010,8:00p,Houston Rockets,127,Milwaukee Bucks,99,Box Score,,11685,
Wed Feb 17 2010,7:30p,Miami Heat,87,New Jersey Nets,84,Box Score,,12251,
Wed Feb 17 2010,8:00p,Utah Jazz,98,New Orleans Hornets,90,Box Score,,13561,
Wed Feb 17 2010,7:30p,Chicago Bulls,115,New York Knicks,109,Box Score,,19763,
Wed Feb 17 2010,7:00p,Detroit Pistons,91,Orlando Magic,116,Box Score,,17461,
Wed Feb 17 2010,7:00p,Memphis Grizzlies,109,Toronto Raptors,102,Box Score,OT,16829,
Wed Feb 17 2010,7:00p,Minnesota Timberwolves,99,Washington Wizards,108,Box Score,,13143,
Thu Feb 18 2010,8:00p,Denver Nuggets,118,Cleveland Cavaliers,116,Box Score,OT,20562,
Thu Feb 18 2010,10:30p,Boston Celtics,87,Los Angeles Lakers,86,Box Score,,18997,
Fri Feb 19 2010,7:00p,Cleveland Cavaliers,93,Charlotte Bobcats,110,Box Score,,19568,
Fri Feb 19 2010,8:00p,Milwaukee Bucks,91,Detroit Pistons,85,Box Score,,18701,
Fri Feb 19 2010,10:30p,Utah Jazz,100,Golden State Warriors,89,Box Score,,18322,
Fri Feb 19 2010,8:00p,Miami Heat,100,Memphis Grizzlies,87,Box Score,2OT,16127,
Fri Feb 19 2010,8:00p,Chicago Bulls,100,Minnesota Timberwolves,94,Box Score,,18183,
Fri Feb 19 2010,8:00p,Toronto Raptors,106,New Jersey Nets,89,Box Score,,11994,
Fri Feb 19 2010,8:00p,Indiana Pacers,101,New Orleans Hornets,107,Box Score,,15644,
Fri Feb 19 2010,8:00p,Dallas Mavericks,95,Orlando Magic,85,Box Score,,17461,
Fri Feb 19 2010,7:00p,San Antonio Spurs,94,Philadelphia 76ers,106,Box Score,,16376,
Fri Feb 19 2010,9:00p,Atlanta Hawks,80,Phoenix Suns,88,Box Score,,18266,
Fri Feb 19 2010,10:30p,Boston Celtics,96,Portland Trail Blazers,76,Box Score,,20618,
Fri Feb 19 2010,7:00p,Denver Nuggets,97,Washington Wizards,107,Box Score,,17212,
Sat Feb 20 2010,8:00p,Philadelphia 76ers,90,Chicago Bulls,122,Box Score,,22147,
Sat Feb 20 2010,8:30p,Miami Heat,91,Dallas Mavericks,97,Box Score,,20328,
Sat Feb 20 2010,8:30p,Indiana Pacers,125,Houston Rockets,115,Box Score,,16550,
Sat Feb 20 2010,10:30p,Sacramento Kings,89,Los Angeles Clippers,99,Box Score,,17903,
